1.000000000000000000e+00,9.486801725954676634e-01,9.594165537421154299e-01,9.105883234076103117e-01,9.453315151857006882e-01,9.165620565096714856e-01
1.000000000000000000e+00,9.592800427314823741e-01,1.080963867693374381e+00,1.098509441571785095e+00,1.071720237659609554e+00,1.001733092538342973e+00
1.000000000000000000e+00,1.043486455315790318e+00,1.108505329721169330e+00,1.112085030669028862e+00,1.241988309208131191e+00,1.093203861664588050e+00
1.000000000000000000e+00,9.961592106597559892e-01,1.039885573852775913e+00,1.020461492280934301e+00,9.661840332021575106e-01,9.629164247739921967e-01
1.000000000000000000e+00,1.078072682584158892e+00,1.062769089927722233e+00,1.115444387938357318e+00,1.190593789935431746e+00,1.193477912540823693e+00
1.000000000000000000e+00,1.050590386199195647e+00,1.189747028954289521e+00,1.222170385911511614e+00,1.233762345123234239e+00,1.251710804046487713e+00
1.000000000000000000e+00,9.607251362734882116e-01,9.091027576016159628e-01,8.748803443417448866e-01,8.612235587947767446e-01,9.083960786357262451e-01
1.000000000000000000e+00,1.048169328259602295e+00,9.891688944125573979e-01,9.532731514931275241e-01,9.396495407126299604e-01,8.511552470480222565e-01
1.000000000000000000e+00,9.949097790313573553e-01,1.049337175595397520e+00,9.905002905488634601e-01,1.039235276582057832e+00,1.062495321256986536e+00
1.000000000000000000e+00,9.679233956563291219e-01,1.007032265633725387e+00,1.006712600671453073e+00,1.005985940593258965e+00,9.921140580023709576e-01
1.000000000000000000e+00,9.314144393783161391e-01,8.824780854827459775e-01,9.193311844320501969e-01,7.995241674457315151e-01,7.502919600963225966e-01
1.000000000000000000e+00,9.796351163739527301e-01,9.950764160879717046e-01,9.186116952367757715e-01,8.601984007934460053e-01,8.145937855065888966e-01
1.000000000000000000e+00,9.971512097245358586e-01,1.055224374079858585e+00,1.095997131009001535e+00,1.091604545842377538e+00,1.120791809348008261e+00
1.000000000000000000e+00,1.117069485832746789e+00,1.105668133615642423e+00,1.049524822404450664e+00,1.031857007240254642e+00,1.090655374417693668e+00
1.000000000000000000e+00,1.007305637313006264e+00,9.058134115690958943e-01,9.202855509328944361e-01,8.605601668470251875e-01,9.090514176665349666e-01
1.000000000000000000e+00,9.292697632644930650e-01,8.634696563099266697e-01,9.001619309712078909e-01,9.772894901711041138e-01,1.002788786859002190e+00
1.000000000000000000e+00,1.008559032778685971e+00,9.860417168354926876e-01,1.057149498162490042e+00,1.236875202986137401e+00,1.228407421270074185e+00
1.000000000000000000e+00,1.011632079581979760e+00,1.041488979462724229e+00,1.019362600121891616e+00,1.085958915074088926e+00,1.217982370309860007e+00
1.000000000000000000e+00,8.560486425671584021e-01,9.042526672195381199e-01,8.598675413181781080e-01,9.013443795590778684e-01,9.868576800624053735e-01
1.000000000000000000e+00,9.201692810913416620e-01,9.514034222051973577e-01,9.619041854939468505e-01,9.187332665993487302e-01,9.207492957394916022e-01
1.000000000000000000e+00,1.000472219841695320e+00,1.035523272024675201e+00,1.129908789154541182e+00,9.548093559477045522e-01,9.783817374222411045e-01
1.000000000000000000e+00,8.853002056676037013e-01,8.365231662859347050e-01,7.227768873299807995e-01,7.870380309960406384e-01,7.358958269753285153e-01
1.000000000000000000e+00,1.025763537973072959e+00,1.018033818525026168e+00,9.772896948677118889e-01,9.610300972296431654e-01,9.168739713013520642e-01
1.000000000000000000e+00,1.028347760254596732e+00,1.060706212244376667e+00,1.098242110867892363e+00,1.174140060696185595e+00,1.178837422251256317e+00
1.000000000000000000e+00,1.039440370957026571e+00,9.291796657886005617e-01,8.904987557588442959e-01,8.497044694288879985e-01,8.225105961158210022e-01
1.000000000000000000e+00,1.113124625062956730e+00,1.276378182104590309e+00,1.426334052867124003e+00,1.534770902553798333e+00,1.506760902904410226e+00
1.000000000000000000e+00,9.909183872113416225e-01,1.039786363348081499e+00,1.058273659183375015e+00,1.048559811959172361e+00,1.014055070493422139e+00
1.000000000000000000e+00,9.791926400458085267e-01,1.028803966684005422e+00,1.015545167936122262e+00,9.420214792871999254e-01,1.012450680790736968e+00
1.000000000000000000e+00,9.657813972342351727e-01,1.018151234082787848e+00,1.031828160213133172e+00,1.045246510285459118e+00,1.204846622246676491e+00
1.000000000000000000e+00,1.116180103566007276e+00,1.201637834682988792e+00,1.326258433817830484e+00,1.271005668062477278e+00,1.401954464535164036e+00
1.000000000000000000e+00,1.042162649554108977e+00,1.026852533663986211e+00,1.122981360243042293e+00,1.118661238952502135e+00,1.223138389718849472e+00
1.000000000000000000e+00,1.029141264743797191e+00,1.066582020851872814e+00,1.023134419969679465e+00,1.128591513176183225e+00,1.024454094434482876e+00
1.000000000000000000e+00,1.017005393596065899e+00,1.011002108381258369e+00,9.739623707803928276e-01,9.288476434575628771e-01,9.508216577742488740e-01
1.000000000000000000e+00,9.118475367765375150e-01,8.601958058503960114e-01,8.389942329563714329e-01,8.499589359687181878e-01,8.103143829393725239e-01
1.000000000000000000e+00,1.022060727411903125e+00,1.034363043510873492e+00,1.009696032150181111e+00,1.003501802674578114e+00,1.042526156347423516e+00
1.000000000000000000e+00,1.022458844360554231e+00,9.692946550962522334e-01,8.930819747551203003e-01,9.644200753220052436e-01,9.396673632043837099e-01
1.000000000000000000e+00,1.065419864892739321e+00,1.112449104769789088e+00,1.073343087193166179e+00,1.182298206090719672e+00,1.241887273384488566e+00
1.000000000000000000e+00,9.855022971207000326e-01,1.004307908168765140e+00,9.917173478682900223e-01,9.876073321494492907e-01,1.057919168564986911e+00
1.000000000000000000e+00,1.079363561707906705e+00,1.039116921130192495e+00,1.013213215987043059e+00,1.045922740756677349e+00,1.116840702983587619e+00
1.000000000000000000e+00,9.591336751673442684e-01,9.842310011356253385e-01,9.968954728662114961e-01,9.958833634639184806e-01,9.981567297555351548e-01
1.000000000000000000e+00,1.009762263278442651e+00,9.611921506867059373e-01,1.026793190480765894e+00,1.046041974460025559e+00,9.441875257565038870e-01
1.000000000000000000e+00,9.629316851537269573e-01,9.662777825255702835e-01,9.774653674947664239e-01,1.012961415710972313e+00,1.019166313941016977e+00
1.000000000000000000e+00,1.079107222364823038e+00,1.050543617266232355e+00,1.117300553720585787e+00,1.057975278501961380e+00,1.111121939573907369e+00
