,Barrier: 0.85,Barrier: 0.87,Barrier: 0.89,Barrier: 0.91,Barrier: 0.93,Barrier: 0.95,Barrier: 0.97,Barrier: 0.99
1,0.06331566458195013,0.0632212937951098,0.06288291022574224,0.06194679603027642,0.05967104039013184,0.056314708421973864,0.05101485453519247,0.04339571449388764
