,Barrier: 0.85,Barrier: 0.87,Barrier: 0.89,Barrier: 0.91,Barrier: 0.93,Barrier: 0.95,Barrier: 0.97,Barrier: 0.99
1,8.81981372833252,6.5712199211120605,6.189033508300781,6.108551502227783,5.277543783187866,7.667851686477661,6.8427207469940186,5.54330039024353
